Code,Name,Median_2001,Median_2011
E01004155,Sutton 018B,29530.00,40730.00
E01004156,Sutton 018C,29530.00,40370.00
E01004157,Sutton 016E,32940.00,45680.00
E01004158,Sutton 018D,29970.00,41990.00
E01004159,Sutton 014C,27250.00,38110.00
E01004160,Sutton 014D,29300.00,39450.00
E01004161,Sutton 014E,29760.00,40590.00
E01004162,Sutton 018E,28570.00,40110.00
E01004163,Sutton 005B,24910.00,35540.00
E01004164,Sutton 004A,25180.00,37430.00
E01004165,Sutton 005C,25180.00,35650.00
E01004166,Sutton 004B,26440.00,38000.00
E01004167,Sutton 005D,23620.00,34130.00
E01004168,Sutton 013E,26830.00,37670.00
E01004169,Sutton 004C,23830.00,35600.00
E01004170,Sutton 017B,27600.00,38990.00
E01004171,Sutton 010A,27810.00,39350.00
E01004172,Sutton 010B,25630.00,35850.00
E01004173,Sutton 010C,27020.00,37940.00
E01004174,Sutton 017C,26810.00,38660.00
E01004175,Sutton 010D,27620.00,37130.00
E01004176,Sutton 010E,27310.00,38990.00
E01004177,Sutton 020C,25040.00,34060.00
E01004178,Sutton 017D,25710.00,36720.00
E01004179,Sutton 017E,29200.00,41180.00
E01004180,Sutton 020D,31460.00,43210.00
E01004181,Sutton 020E,27340.00,37270.00
E01004182,Sutton 019E,24960.00,33940.00
E01004183,Sutton 001B,21280.00,30400.00
E01004184,Sutton 001C,21620.00,31060.00
E01004185,Sutton 001D,21430.00,30620.00
E01004186,Sutton 004D,25790.00,35340.00
E01004187,Sutton 005E,23180.00,32850.00
E01004188,Sutton 004E,25140.00,34760.00
E01004189,Sutton 001E,21340.00,30520.00
E01004190,Sutton 008C,29930.00,41280.00
E01004191,Sutton 008D,27050.00,38330.00
E01004192,Sutton 006C,27890.00,39750.00
E01004193,Sutton 006D,28440.00,40540.00
E01004194,Sutton 008E,27400.00,38520.00
E01004195,Sutton 006E,28230.00,38730.00
E01004196,Sutton 008F,28570.00,39480.00
E01032623,Sutton 025E,37010.00,52560.00
E01004197,Tower Hamlets 002A,23940.00,36930.00
E01004198,Tower Hamlets 002B,20760.00,32400.00
E01004199,Tower Hamlets 002C,20230.00,31770.00
E01004200,Tower Hamlets 005A,26510.00,39550.00
E01004201,Tower Hamlets 002D,24180.00,37080.00
E01004202,Tower Hamlets 005B,24940.00,39410.00
E01004203,Tower Hamlets 005C,23780.00,36980.00
E01004204,Tower Hamlets 005D,22270.00,33030.00
E01004205,Tower Hamlets 013A,19660.00,30690.00
E01004206,Tower Hamlets 013B,19070.00,29510.00
E01004207,Tower Hamlets 011A,23120.00,32610.00
E01004208,Tower Hamlets 013C,28030.00,39090.00
E01004209,Tower Hamlets 011B,19170.00,30690.00
E01004211,Tower Hamlets 013D,27630.00,38900.00
E01004212,Tower Hamlets 011D,24230.00,33580.00
E01004214,Tower Hamlets 030A,23390.00,32960.00
E01004215,Tower Hamlets 028A,26690.00,40430.00
E01004216,Tower Hamlets 030B,32920.00,43290.00
E01004217,Tower Hamlets 030C,28100.00,39750.00
E01004218,Tower Hamlets 030D,32450.00,44260.00
E01004219,Tower Hamlets 028B,24380.00,36520.00
E01004221,Tower Hamlets 028D,31000.00,43520.00
E01004222,Tower Hamlets 001A,21280.00,31170.00
E01004223,Tower Hamlets 001B,24180.00,34920.00
E01004224,Tower Hamlets 001C,22310.00,34270.00
E01004225,Tower Hamlets 004A,32550.00,44050.00
E01004226,Tower Hamlets 001D,23070.00,32990.00
E01004228,Tower Hamlets 003A,29350.00,43930.00
E01004229,Tower Hamlets 004C,25120.00,38280.00
E01004230,Tower Hamlets 003B,26770.00,37740.00
E01004231,Tower Hamlets 004D,22760.00,35160.00
E01004232,Tower Hamlets 003C,32410.00,47800.00
E01004233,Tower Hamlets 003D,24410.00,35650.00
E01004234,Tower Hamlets 003E,30970.00,45670.00
E01004235,Tower Hamlets 008A,19820.00,30920.00
E01004236,Tower Hamlets 008B,17560.00,29310.00
E01004237,Tower Hamlets 008C,20900.00,34470.00
E01004238,Tower Hamlets 008D,17750.00,33590.00
E01004239,Tower Hamlets 008E,20430.00,31060.00
E01004240,Tower Hamlets 012A,20250.00,31050.00
E01004241,Tower Hamlets 012B,18630.00,30650.00
E01004242,Tower Hamlets 012C,19680.00,33740.00
E01004243,Tower Hamlets 020A,20020.00,29440.00
E01004244,Tower Hamlets 020B,19880.00,30340.00
E01004245,Tower Hamlets 018A,19220.00,28600.00
E01004246,Tower Hamlets 018B,25010.00,35380.00
E01004247,Tower Hamlets 020C,19420.00,29500.00
E01004248,Tower Hamlets 018C,18960.00,28400.00
E01004249,Tower Hamlets 018D,19990.00,30950.00
E01004250,Tower Hamlets 020D,19280.00,29980.00
E01004251,Tower Hamlets 023A,21090.00,34190.00
E01004252,Tower Hamlets 024A,20680.00,34370.00
E01004253,Tower Hamlets 024B,21650.00,30600.00
E01004254,Tower Hamlets 023B,34000.00,48590.00
E01004255,Tower Hamlets 023C,23060.00,35270.00
E01004256,Tower Hamlets 024C,22250.00,30690.00
E01004257,Tower Hamlets 024D,21820.00,30470.00
E01004258,Tower Hamlets 023D,32890.00,47430.00
E01004259,Tower Hamlets 007A,25560.00,38440.00
E01004260,Tower Hamlets 007B,20960.00,33900.00
E01004261,Tower Hamlets 010A,19990.00,29300.00
E01004262,Tower Hamlets 010B,22330.00,32420.00
E01004263,Tower Hamlets 007C,21680.00,32040.00
E01004264,Tower Hamlets 010C,19970.00,29770.00
E01004266,Tower Hamlets 007D,25340.00,37870.00
E01004267,Tower Hamlets 012D,26080.00,37570.00
E01004268,Tower Hamlets 012E,18380.00,31790.00
E01004269,Tower Hamlets 014A,21670.00,32420.00
E01004270,Tower Hamlets 014B,26290.00,38290.00
E01004271,Tower Hamlets 014C,20350.00,31770.00
E01004272,Tower Hamlets 014D,18040.00,29230.00
E01004273,Tower Hamlets 014E,18920.00,30650.00
E01004274,Tower Hamlets 031A,30320.00,41820.00
E01004275,Tower Hamlets 031B,31590.00,44850.00
E01004276,Tower Hamlets 031C,37610.00,52920.00
E01004277,Tower Hamlets 033A,39530.00,51730.00
E01004280,Tower Hamlets 032A,29540.00,41030.00
E01004281,Tower Hamlets 031D,35950.00,48620.00
E01004283,Tower Hamlets 016A,21530.00,32700.00
E01004284,Tower Hamlets 019A,19460.00,35780.00
E01004285,Tower Hamlets 019B,19610.00,29780.00
E01004286,Tower Hamlets 019C,22830.00,35150.00
E01004287,Tower Hamlets 016B,20100.00,32850.00
E01004288,Tower Hamlets 019D,20420.00,30960.00
E01004289,Tower Hamlets 016C,22180.00,33760.00
E01004290,Tower Hamlets 016D,24080.00,36690.00
E01004291,Tower Hamlets 027A,36190.00,52440.00
E01004292,Tower Hamlets 026A,37100.00,51720.00
E01004293,Tower Hamlets 027B,37430.00,55320.00
E01004294,Tower Hamlets 026B,31480.00,45690.00
E01004295,Tower Hamlets 026C,23730.00,34350.00
E01004296,Tower Hamlets 026D,27540.00,39410.00
E01004297,Tower Hamlets 027C,36050.00,54450.00
E01004298,Tower Hamlets 022A,20290.00,31580.00
E01004300,Tower Hamlets 022B,21660.00,30570.00
E01004301,Tower Hamlets 025B,20560.00,35330.00
E01004302,Tower Hamlets 025C,17960.00,33390.00
E01004303,Tower Hamlets 025D,27350.00,38950.00
E01004304,Tower Hamlets 022C,19820.00,30520.00
E01004305,Tower Hamlets 022D,20580.00,30480.00
E01004306,Tower Hamlets 015A,24000.00,40360.00
E01004307,Tower Hamlets 015B,30840.00,45790.00
E01004308,Tower Hamlets 015C,24360.00,37010.00
E01004309,Tower Hamlets 015D,20180.00,34860.00
E01004310,Tower Hamlets 015E,22790.00,36180.00
E01004311,Tower Hamlets 006A,22340.00,34050.00
E01004312,Tower Hamlets 009A,19110.00,31500.00
E01004313,Tower Hamlets 009B,21340.00,34610.00
E01004314,Tower Hamlets 006B,29430.00,47130.00
E01004315,Tower Hamlets 006C,22740.00,37420.00
E01004316,Tower Hamlets 009C,19850.00,36940.00
E01004317,Tower Hamlets 009D,27470.00,40820.00
E01004318,Tower Hamlets 006D,22880.00,35230.00
E01004319,Tower Hamlets 021A,19170.00,31350.00
E01004321,Tower Hamlets 021C,21130.00,34380.00
E01004322,Tower Hamlets 017A,24780.00,34410.00
E01004323,Tower Hamlets 017B,24680.00,35010.00
E01004324,Tower Hamlets 017C,21180.00,32190.00
E01004325,Tower Hamlets 021D,26670.00,40000.00
E01004326,Tower Hamlets 017D,24110.00,34370.00
E01032764,Tower Hamlets 004E,28180.00,40320.00
E01032765,Tower Hamlets 004F,26000.00,37130.00
E01032766,Tower Hamlets 021E,29330.00,41180.00
E01032767,Tower Hamlets 021F,31990.00,46300.00
E01032768,Tower Hamlets 025E,35960.00,49750.00
E01032769,Tower Hamlets 025F,32240.00,45610.00
E01032770,Tower Hamlets 032B,22980.00,45210.00
E01032771,Tower Hamlets 033B,25140.00,46190.00
E01032772,Tower Hamlets 032C,25900.00,39240.00
E01032773,Tower Hamlets 032D,24950.00,43110.00
E01032774,Tower Hamlets 032E,26790.00,39860.00
E01032775,Tower Hamlets 031F,35190.00,50760.00
E01032776,Tower Hamlets 028E,34590.00,46570.00
E01032777,Tower Hamlets 028F,34100.00,43180.00
E01032778,Tower Hamlets 028G,34860.00,46100.00
E01032779,Tower Hamlets 028H,35450.00,47740.00
E01032780,Tower Hamlets 028I,36190.00,51240.00
E01032781,Tower Hamlets 033C,35070.00,48310.00
E01032782,Tower Hamlets 033D,32180.00,39870.00
E01032783,Tower Hamlets 031G,32620.00,44790.00
E01032784,Tower Hamlets 004G,23220.00,39080.00
E01032785,Tower Hamlets 010E,23340.00,41520.00
E01032786,Tower Hamlets 010F,23570.00,34530.00
E01032787,Tower Hamlets 011F,19750.00,31320.00
E01004327,Waltham Forest 028A,22320.00,31950.00
E01004328,Waltham Forest 028B,23570.00,34380.00
E01004329,Waltham Forest 028C,23660.00,33190.00
E01004330,Waltham Forest 028D,24210.00,34720.00
E01004331,Waltham Forest 028E,23220.00,33150.00
E01004332,Waltham Forest 028F,22350.00,33010.00
E01004333,Waltham Forest 024A,23010.00,33120.00
E01004334,Waltham Forest 024B,19450.00,28640.00
E01004335,Waltham Forest 027A,19910.00,29010.00
E01004336,Waltham Forest 026A,22050.00,30710.00
E01004337,Waltham Forest 027B,21410.00,30650.00
E01004338,Waltham Forest 027C,23560.00,33970.00
E01004339,Waltham Forest 027D,23030.00,34340.00
E01004340,Waltham Forest 027E,21310.00,30010.00
E01004341,Waltham Forest 027F,20620.00,30800.00
E01004342,Waltham Forest 011A,23790.00,34120.00
E01004343,Waltham Forest 008A,27180.00,38010.00
E01004344,Waltham Forest 008B,25160.00,33870.00
E01004345,Waltham Forest 010A,25720.00,36090.00
E01004346,Waltham Forest 011B,26180.00,36970.00
E01004347,Waltham Forest 011C,26350.00,37810.00
E01004348,Waltham Forest 010B,25890.00,36010.00
E01004349,Waltham Forest 001A,25530.00,34570.00
E01004350,Waltham Forest 001B,23910.00,32880.00
E01004351,Waltham Forest 001C,28000.00,38220.00
E01004352,Waltham Forest 002A,31110.00,43650.00
E01004353,Waltham Forest 002B,29480.00,41250.00
E01004354,Waltham Forest 002C,29210.00,40760.00
E01004355,Waltham Forest 004A,26320.00,36490.00
E01004356,Waltham Forest 001D,26150.00,35650.00
E01004357,Waltham Forest 001E,28060.00,37740.00
E01004358,Waltham Forest 002D,27440.00,38030.00
E01004359,Waltham Forest 002E,28980.00,40610.00
E01004360,Waltham Forest 004B,29610.00,40340.00
E01004361,Waltham Forest 005A,28310.00,38690.00
E01004362,Waltham Forest 021A,26770.00,38520.00
E01004363,Waltham Forest 019A,27140.00,37590.00
E01004364,Waltham Forest 019B,24150.00,35040.00
E01004365,Waltham Forest 020A,23390.00,31780.00
E01004366,Waltham Forest 019C,27380.00,37520.00
E01004367,Waltham Forest 019D,24570.00,35240.00
E01004368,Waltham Forest 019E,25440.00,37220.00
E01004369,Waltham Forest 023A,24320.00,36220.00
E01004370,Waltham Forest 023B,25260.00,37040.00
E01004371,Waltham Forest 025A,26640.00,37320.00
E01004372,Waltham Forest 023C,26770.00,37700.00
E01004373,Waltham Forest 025B,23730.00,33830.00
E01004374,Waltham Forest 025C,25080.00,37310.00
E01004375,Waltham Forest 025D,23840.00,34890.00
E01004376,Waltham Forest 025E,23430.00,35430.00
E01004377,Waltham Forest 010C,28790.00,40140.00
E01004378,Waltham Forest 010D,26360.00,37900.00
E01004379,Waltham Forest 007A,28850.00,41210.00
E01004380,Waltham Forest 007B,26720.00,39570.00
E01004381,Waltham Forest 007C,28320.00,40320.00
E01004382,Waltham Forest 008C,24550.00,33070.00
E01004383,Waltham Forest 007D,27790.00,39570.00
E01004384,Waltham Forest 003A,22860.00,32850.00
E01004385,Waltham Forest 003B,24160.00,33940.00
E01004386,Waltham Forest 003C,27500.00,39550.00
E01004387,Waltham Forest 007E,29450.00,42630.00
E01004388,Waltham Forest 007F,27330.00,38190.00
E01004389,Waltham Forest 003D,23570.00,33280.00
E01004390,Waltham Forest 003E,22910.00,32000.00
E01004391,Waltham Forest 014A,26000.00,35950.00
E01004392,Waltham Forest 017A,24500.00,34410.00
E01004393,Waltham Forest 014B,24250.00,33270.00
E01004394,Waltham Forest 017B,22440.00,33140.00
E01004395,Waltham Forest 018A,24890.00,36860.00
E01004396,Waltham Forest 012A,25450.00,35480.00
E01004397,Waltham Forest 017C,24830.00,35930.00
E01004398,Waltham Forest 009A,20390.00,30070.00
E01004399,Waltham Forest 009B,19720.00,29470.00
E01004400,Waltham Forest 009C,22240.00,32270.00
E01004401,Waltham Forest 014C,24470.00,34200.00
E01004402,Waltham Forest 009D,21800.00,31220.00
E01004403,Waltham Forest 009E,22830.00,31930.00
E01004404,Waltham Forest 014D,22810.00,31390.00
E01004405,Waltham Forest 020B,22910.00,34000.00
E01004406,Waltham Forest 016A,23770.00,34660.00
E01004407,Waltham Forest 013A,20040.00,28750.00
E01004408,Waltham Forest 016B,26110.00,36720.00
E01004409,Waltham Forest 016C,24600.00,35510.00
E01004410,Waltham Forest 013B,22850.00,31890.00
E01004411,Waltham Forest 016D,24760.00,36340.00
E01004412,Waltham Forest 015A,26360.00,39260.00
E01004413,Waltham Forest 004C,24220.00,32550.00
E01004414,Waltham Forest 005B,26340.00,35430.00
E01004415,Waltham Forest 004D,25450.00,35930.00
E01004416,Waltham Forest 004E,27280.00,36510.00
E01004417,Waltham Forest 005C,26010.00,34880.00
E01004418,Waltham Forest 008D,26730.00,35240.00
E01004419,Waltham Forest 008E,26630.00,35630.00
E01004420,Waltham Forest 020C,21590.00,29990.00
E01004421,Waltham Forest 018B,23410.00,33170.00
E01004422,Waltham Forest 022A,24280.00,33480.00
E01004423,Waltham Forest 020D,21550.00,30520.00
E01004424,Waltham Forest 022B,22830.00,31470.00
E01004425,Waltham Forest 022C,23970.00,33010.00
E01004426,Waltham Forest 022D,23580.00,33270.00
E01004427,Waltham Forest 022E,23030.00,32990.00
E01004428,Waltham Forest 026B,18870.00,29410.00
E01004429,Waltham Forest 026C,22350.00,32030.00
E01004430,Waltham Forest 026D,23240.00,33250.00
E01004432,Waltham Forest 023D,23050.00,33630.00
E01004434,Waltham Forest 026E,21780.00,31160.00
E01004435,Waltham Forest 023E,22600.00,31690.00
E01004436,Waltham Forest 021B,26680.00,38430.00
E01004437,Waltham Forest 021C,25640.00,36380.00
E01004438,Waltham Forest 024C,26800.00,38650.00
E01004439,Waltham Forest 021D,26790.00,37670.00
E01004440,Waltham Forest 024D,26370.00,37380.00
E01004441,Waltham Forest 024E,28010.00,39710.00
E01004442,Waltham Forest 021E,27930.00,40440.00
E01004443,Waltham Forest 016E,24230.00,34540.00
E01004444,Waltham Forest 017D,22630.00,31590.00
E01004445,Waltham Forest 018C,23670.00,34640.00
E01004446,Waltham Forest 017E,23180.00,34470.00
E01004447,Waltham Forest 016F,24950.00,36570.00
E01004448,Waltham Forest 018D,23710.00,34490.00
E01004449,Waltham Forest 018E,20500.00,30170.00
E01004450,Waltham Forest 006A,26290.00,36700.00
E01004451,Waltham Forest 005D,26650.00,36400.00
E01004452,Waltham Forest 005E,24870.00,33610.00
E01004453,Waltham Forest 006B,24960.00,34730.00
E01004454,Waltham Forest 006C,25250.00,33460.00
E01004455,Waltham Forest 006D,24080.00,33440.00
E01004456,Waltham Forest 006E,22200.00,30960.00
E01004457,Waltham Forest 012B,24990.00,35720.00
E01004458,Waltham Forest 012C,24270.00,34330.00
E01004459,Waltham Forest 012D,21260.00,30280.00
E01004460,Waltham Forest 011D,24160.00,34740.00
E01004461,Waltham Forest 014E,25290.00,35120.00
E01004462,Waltham Forest 011E,24810.00,35420.00
E01004463,Waltham Forest 012E,27150.00,37660.00
E01004464,Waltham Forest 013C,21960.00,30350.00
E01004465,Waltham Forest 015B,25550.00,38660.00
E01004466,Waltham Forest 015C,26950.00,41640.00
E01004467,Waltham Forest 015D,21950.00,32980.00
E01004468,Waltham Forest 015E,26690.00,40050.00
E01004469,Waltham Forest 013D,21170.00,30100.00
E01004470,Waltham Forest 013E,23100.00,32870.00
E01004471,Waltham Forest 013F,22400.00,32280.00
E01033153,Waltham Forest 020G,19450.00,27720.00
E01004472,Wandsworth 021A,35720.00,50780.00
E01004473,Wandsworth 026A,32860.00,48220.00
E01004474,Wandsworth 021B,32240.00,46180.00
E01004475,Wandsworth 026B,32180.00,47540.00
E01004476,Wandsworth 021C,33780.00,46670.00
E01004477,Wandsworth 017A,41150.00,59680.00
E01004478,Wandsworth 017B,39650.00,59940.00
E01004479,Wandsworth 017C,37100.00,56250.00
E01004480,Wandsworth 026C,35190.00,50260.00
E01004481,Wandsworth 029A,31480.00,43890.00
E01004482,Wandsworth 030A,30080.00,43150.00
E01004483,Wandsworth 026D,33650.00,45240.00
E01004484,Wandsworth 026E,31450.00,45730.00
E01004485,Wandsworth 030B,30960.00,43890.00
E01004486,Wandsworth 026F,31870.00,45100.00
E01004487,Wandsworth 030C,30330.00,43400.00
E01004488,Wandsworth 029B,32090.00,45740.00
E01004489,Wandsworth 030D,32420.00,46030.00
E01004490,Wandsworth 031A,31980.00,47170.00
E01004491,Wandsworth 031B,27020.00,38760.00
E01004492,Wandsworth 031C,28960.00,42390.00
E01004493,Wandsworth 019A,30350.00,44400.00
E01004494,Wandsworth 018A,29400.00,39700.00
E01004495,Wandsworth 024A,26770.00,36960.00
E01004496,Wandsworth 024B,30590.00,42610.00
E01004497,Wandsworth 024C,28760.00,41800.00
E01004498,Wandsworth 031D,31850.00,45660.00
E01004499,Wandsworth 020A,34640.00,48520.00
E01004500,Wandsworth 014A,31780.00,44660.00
E01004501,Wandsworth 014B,31560.00,43710.00
E01004502,Wandsworth 020B,35190.00,50230.00
E01004503,Wandsworth 014C,33020.00,44780.00
E01004504,Wandsworth 020C,33790.00,49010.00
E01004505,Wandsworth 014D,33810.00,45660.00
E01004506,Wandsworth 011A,34180.00,48940.00
E01004507,Wandsworth 014E,33100.00,46150.00
E01004508,Wandsworth 012A,33020.00,46170.00
E01004509,Wandsworth 010A,34080.00,46900.00
E01004510,Wandsworth 012B,33030.00,46170.00
E01004511,Wandsworth 010B,35780.00,50720.00
E01004512,Wandsworth 019B,33320.00,50650.00
E01004513,Wandsworth 018B,29380.00,38490.00
E01004514,Wandsworth 012C,36180.00,49770.00
E01004515,Wandsworth 012D,32760.00,44470.00
E01004516,Wandsworth 036A,28930.00,42620.00
E01004517,Wandsworth 037A,26380.00,36670.00
E01004518,Wandsworth 036B,27620.00,40860.00
E01004519,Wandsworth 036C,26730.00,37550.00
E01004520,Wandsworth 036D,25840.00,37160.00
E01004521,Wandsworth 037B,25920.00,37680.00
E01004522,Wandsworth 037C,26210.00,36310.00
E01004523,Wandsworth 036E,26310.00,38360.00
E01004524,Wandsworth 037D,23300.00,31900.00
E01004525,Wandsworth 035A,27120.00,36450.00
E01004526,Wandsworth 035B,26310.00,36930.00
E01004527,Wandsworth 035C,27480.00,37900.00
E01004528,Wandsworth 035D,25610.00,34880.00
E01004529,Wandsworth 035E,26750.00,38350.00
E01004530,Wandsworth 035F,27560.00,38300.00
E01004531,Wandsworth 033A,24560.00,36190.00
E01004532,Wandsworth 032A,27870.00,40570.00
E01004533,Wandsworth 033B,25300.00,35630.00
E01004534,Wandsworth 008A,32080.00,46920.00
E01004535,Wandsworth 007A,19570.00,27800.00
E01004536,Wandsworth 008B,26640.00,38060.00
E01004537,Wandsworth 007B,20840.00,29690.00
E01004538,Wandsworth 007C,21890.00,33210.00
E01004539,Wandsworth 003A,20680.00,29860.00
E01004540,Wandsworth 003B,25060.00,36040.00
E01004541,Wandsworth 007D,20700.00,30090.00
E01004542,Wandsworth 021D,36850.00,52980.00
E01004543,Wandsworth 027A,36600.00,53820.00
E01004544,Wandsworth 021E,35660.00,53120.00
E01004545,Wandsworth 027B,32160.00,46650.00
E01004546,Wandsworth 027C,35330.00,50110.00
E01004547,Wandsworth 029C,32730.00,45790.00
E01004548,Wandsworth 029D,30180.00,42850.00
E01004549,Wandsworth 027D,31770.00,46450.00
E01004550,Wandsworth 017D,35890.00,51100.00
E01004551,Wandsworth 012E,31250.00,44300.00
E01004552,Wandsworth 008C,35860.00,51450.00
E01004553,Wandsworth 015A,36200.00,50260.00
E01004554,Wandsworth 009A,38450.00,56480.00
E01004555,Wandsworth 017E,40550.00,58670.00
E01004556,Wandsworth 009B,40500.00,60840.00
E01004557,Wandsworth 015B,36270.00,51860.00
E01004558,Wandsworth 015C,36790.00,53020.00
E01004559,Wandsworth 015D,39200.00,56290.00
E01004560,Wandsworth 001A,30790.00,43830.00
