Code,Name,Median_2001,Median_2011
E01003588,Newham 011D,19400.00,30850.00
E01003589,Newham 011E,21160.00,32500.00
E01003590,Newham 003D,21050.00,32600.00
E01003591,Newham 004D,19570.00,29540.00
E01003592,Newham 022B,20830.00,31500.00
E01003593,Newham 027D,20870.00,31150.00
E01003594,Newham 026A,20790.00,31930.00
E01003595,Newham 026B,20660.00,30380.00
E01003596,Newham 016B,20790.00,33530.00
E01003597,Newham 016C,20150.00,32300.00
E01003598,Newham 021A,20930.00,30580.00
E01003599,Newham 022C,19530.00,29850.00
E01003600,Newham 021B,19920.00,30840.00
E01003601,Newham 028A,20830.00,32550.00
E01003602,Newham 026C,21910.00,31840.00
E01003603,Newham 028B,23540.00,33410.00
E01003604,Newham 031D,20720.00,32070.00
E01003605,Newham 028C,21010.00,31240.00
E01003606,Newham 022D,21940.00,31870.00
E01003607,Newham 026D,21250.00,31980.00
E01003608,Newham 028D,23680.00,34310.00
E01003609,Newham 037A,22650.00,37140.00
E01003611,Newham 037C,21190.00,32050.00
E01003615,Newham 013C,22110.00,33480.00
E01003616,Newham 012A,22970.00,33860.00
E01003617,Newham 012B,20550.00,36110.00
E01003618,Newham 012C,25850.00,36980.00
E01003619,Newham 012D,23460.00,35710.00
E01003621,Newham 023C,22040.00,32860.00
E01003622,Newham 023D,21300.00,31720.00
E01003623,Newham 023E,21450.00,31340.00
E01003624,Newham 024E,22250.00,33150.00
E01003625,Newham 015A,22150.00,32600.00
E01003626,Newham 015B,21820.00,34380.00
E01003627,Newham 015C,22130.00,33700.00
E01003628,Newham 015D,22470.00,33690.00
E01003629,Newham 015E,21120.00,32300.00
E01003630,Newham 021C,21390.00,31730.00
E01003631,Newham 020A,21690.00,33060.00
E01003632,Newham 020B,23000.00,33470.00
E01003633,Newham 020C,20020.00,30120.00
E01003634,Newham 020D,19730.00,31120.00
E01003635,Newham 016D,23420.00,35500.00
E01003636,Newham 020E,21420.00,32060.00
E01003637,Newham 021D,22900.00,33580.00
E01033574,Newham 034F,19520.00,41500.00
E01033575,Newham 034G,19750.00,40930.00
E01033576,Newham 034H,19460.00,36620.00
E01033577,Newham 037E,29580.00,41600.00
E01033578,Newham 013E,20380.00,36130.00
E01033579,Newham 013F,23420.00,38340.00
E01033580,Newham 037F,33250.00,44100.00
E01033581,Newham 037G,22620.00,33790.00
E01033582,Newham 037H,28590.00,40760.00
E01033583,Newham 013G,21860.00,35090.00
E01033584,Newham 034I,19000.00,30020.00
E01033585,Newham 034J,19610.00,30750.00
E01033586,Newham 013H,21770.00,34580.00
E01003638,Redbridge 017A,26770.00,36190.00
E01003639,Redbridge 013A,24470.00,35120.00
E01003640,Redbridge 013B,27340.00,37460.00
E01003641,Redbridge 013C,27110.00,37680.00
E01003642,Redbridge 013D,26060.00,35530.00
E01003643,Redbridge 017B,27450.00,37500.00
E01003644,Redbridge 017C,27090.00,38120.00
E01003645,Redbridge 017D,26760.00,37850.00
E01003646,Redbridge 012A,27120.00,36810.00
E01003647,Redbridge 015A,27660.00,39070.00
E01003648,Redbridge 012B,29550.00,41360.00
E01003649,Redbridge 012C,29330.00,40930.00
E01003650,Redbridge 015B,26670.00,36760.00
E01003651,Redbridge 012D,29230.00,40090.00
E01003652,Redbridge 015C,29410.00,40750.00
E01003653,Redbridge 015D,27180.00,37370.00
E01003654,Redbridge 004A,26990.00,39130.00
E01003655,Redbridge 004B,29690.00,41150.00
E01003656,Redbridge 005A,24970.00,35250.00
E01003657,Redbridge 005B,27690.00,38050.00
E01003658,Redbridge 004C,25550.00,35790.00
E01003659,Redbridge 005C,27870.00,39210.00
E01003660,Redbridge 004D,29260.00,41270.00
E01003661,Redbridge 019A,26030.00,36880.00
E01003662,Redbridge 019B,25510.00,34120.00
E01003663,Redbridge 019C,25650.00,34860.00
E01003664,Redbridge 019D,26980.00,37370.00
E01003665,Redbridge 019E,26570.00,37510.00
E01003666,Redbridge 019F,26600.00,35230.00
E01003668,Redbridge 007A,31200.00,43960.00
E01003669,Redbridge 007B,32260.00,46450.00
E01003670,Redbridge 007C,31420.00,44750.00
E01003671,Redbridge 007D,32800.00,46410.00
E01003672,Redbridge 007E,29460.00,39730.00
E01003673,Redbridge 007F,31990.00,44650.00
E01003674,Redbridge 007G,30340.00,43670.00
E01003675,Redbridge 036A,29350.00,39680.00
E01003676,Redbridge 036B,29500.00,41380.00
E01003677,Redbridge 036C,30490.00,40530.00
E01003678,Redbridge 036D,30080.00,42580.00
E01003679,Redbridge 036E,30000.00,40960.00
E01003680,Redbridge 036F,30430.00,40660.00
E01003681,Redbridge 036G,28390.00,37320.00
E01003682,Redbridge 036H,30050.00,41160.00
E01003683,Redbridge 030A,21800.00,30090.00
E01003684,Redbridge 030B,23000.00,31210.00
E01003685,Redbridge 030C,21400.00,29940.00
E01003686,Redbridge 030D,21850.00,31020.00
E01003688,Redbridge 030F,20940.00,30840.00
E01003689,Redbridge 030G,20230.00,29020.00
E01003690,Redbridge 035A,27910.00,37030.00
E01003691,Redbridge 035B,27400.00,37100.00
E01003692,Redbridge 035C,27920.00,38950.00
E01003693,Redbridge 035D,29700.00,41100.00
E01003694,Redbridge 035E,27990.00,38470.00
E01003695,Redbridge 035F,26270.00,35570.00
E01003696,Redbridge 035G,26840.00,37680.00
E01003697,Redbridge 035H,27630.00,39330.00
E01003698,Redbridge 006A,26950.00,38590.00
E01003699,Redbridge 006B,26220.00,37770.00
E01003700,Redbridge 006C,25980.00,36160.00
E01003701,Redbridge 006D,25930.00,36420.00
E01003702,Redbridge 006E,25320.00,35610.00
E01003703,Redbridge 006F,28350.00,40240.00
E01003704,Redbridge 006G,25060.00,34970.00
E01003705,Redbridge 010A,26830.00,36730.00
E01003706,Redbridge 010B,24440.00,34940.00
E01003707,Redbridge 008A,26730.00,36800.00
E01003708,Redbridge 008B,22930.00,32250.00
E01003709,Redbridge 008C,26310.00,37110.00
E01003710,Redbridge 008D,27610.00,36420.00
E01003711,Redbridge 010C,26030.00,36040.00
E01003712,Redbridge 010D,23470.00,31800.00
E01003713,Redbridge 034A,26660.00,35040.00
E01003714,Redbridge 034B,24270.00,33180.00
E01003715,Redbridge 034C,25360.00,33800.00
E01003716,Redbridge 034D,25340.00,34720.00
E01003718,Redbridge 034E,25130.00,34200.00
E01003719,Redbridge 034F,25320.00,34750.00
E01003720,Redbridge 002A,21740.00,30180.00
E01003721,Redbridge 003A,24030.00,34580.00
E01003722,Redbridge 002B,21830.00,31000.00
E01003723,Redbridge 002C,20950.00,30850.00
E01003724,Redbridge 003B,24940.00,35430.00
E01003725,Redbridge 003C,24760.00,32900.00
E01003726,Redbridge 002D,21700.00,30340.00
E01003727,Redbridge 003D,22130.00,31120.00
E01003728,Redbridge 032A,21680.00,31000.00
E01003729,Redbridge 032B,21420.00,27190.00
E01003730,Redbridge 032C,21820.00,29090.00
E01003731,Redbridge 033A,21660.00,28970.00
E01003732,Redbridge 032D,23400.00,28600.00
E01003733,Redbridge 032E,23080.00,29960.00
E01003734,Redbridge 033B,22020.00,30740.00
E01003735,Redbridge 033C,20350.00,27100.00
E01003736,Redbridge 033D,24520.00,31290.00
E01003737,Redbridge 031A,27410.00,37780.00
E01003738,Redbridge 031B,27610.00,36540.00
E01003739,Redbridge 031C,25950.00,35610.00
E01003740,Redbridge 031D,26550.00,35950.00
E01003741,Redbridge 031E,25990.00,34860.00
E01003742,Redbridge 031F,26030.00,35180.00
E01003743,Redbridge 031G,25450.00,33400.00
E01003744,Redbridge 001A,32080.00,46010.00
E01003745,Redbridge 001B,38400.00,52370.00
E01003746,Redbridge 001C,33460.00,46270.00
E01003747,Redbridge 001D,37190.00,50710.00
E01003748,Redbridge 001E,36800.00,48610.00
E01003749,Redbridge 001F,32630.00,44790.00
E01003750,Redbridge 001G,30590.00,43140.00
E01003751,Redbridge 020A,25570.00,35310.00
E01003752,Redbridge 023A,27630.00,37380.00
E01003753,Redbridge 020B,25290.00,35060.00
E01003754,Redbridge 020C,26140.00,35130.00
E01003755,Redbridge 023B,25760.00,36110.00
E01003756,Redbridge 023C,25190.00,35720.00
E01003757,Redbridge 020D,26020.00,34200.00
E01003758,Redbridge 023D,24210.00,33880.00
E01003759,Redbridge 009A,30650.00,44330.00
E01003760,Redbridge 009B,26950.00,38460.00
E01003761,Redbridge 009C,21970.00,31100.00
E01003762,Redbridge 009D,29900.00,41610.00
E01003763,Redbridge 009E,28530.00,39800.00
E01003764,Redbridge 009F,28500.00,41380.00
E01003765,Redbridge 009G,29690.00,43120.00
E01003766,Redbridge 024A,25280.00,33810.00
E01003767,Redbridge 024B,25140.00,32940.00
E01003768,Redbridge 024C,23310.00,32930.00
E01003769,Redbridge 022A,24720.00,32800.00
E01003770,Redbridge 022B,27010.00,36540.00
E01003771,Redbridge 022C,25700.00,34220.00
E01003772,Redbridge 024D,26510.00,35450.00
E01003773,Redbridge 022D,26890.00,37330.00
E01003774,Redbridge 014A,31830.00,44840.00
E01003775,Redbridge 014B,31990.00,44910.00
E01003776,Redbridge 014C,27680.00,38610.00
E01003777,Redbridge 014D,31870.00,45540.00
E01003778,Redbridge 014E,30660.00,43950.00
E01003779,Redbridge 014F,29820.00,42810.00
E01003780,Redbridge 014G,34970.00,48740.00
E01003781,Redbridge 026A,24850.00,36240.00
E01003782,Redbridge 026B,23160.00,33520.00
E01003783,Redbridge 029A,23220.00,32270.00
E01003784,Redbridge 029B,25210.00,34910.00
E01003785,Redbridge 029C,23820.00,33570.00
E01003786,Redbridge 026C,27620.00,38590.00
E01003787,Redbridge 026D,26860.00,36290.00
E01003788,Redbridge 029D,24240.00,33640.00
E01003789,Redbridge 018A,31180.00,47190.00
E01003790,Redbridge 027A,30860.00,42500.00
E01003791,Redbridge 027B,31600.00,45380.00
E01003792,Redbridge 027C,32770.00,46560.00
E01003793,Redbridge 027D,27140.00,36780.00
E01003794,Redbridge 018B,31040.00,44870.00
E01003795,Redbridge 018C,33190.00,48120.00
E01003796,Redbridge 018D,30840.00,45300.00
E01032581,Redbridge 034G,24820.00,32560.00
E01033589,Redbridge 030H,22650.00,34780.00
E01033590,Redbridge 019H,24770.00,35660.00
E01033591,Redbridge 030I,22460.00,29750.00
E01033592,Redbridge 019I,27510.00,37530.00
E01003797,Richmond upon Thames 001A,43500.00,61860.00
E01003798,Richmond upon Thames 001B,35820.00,50720.00
E01003799,Richmond upon Thames 001C,41160.00,58110.00
E01003800,Richmond upon Thames 001D,32180.00,46690.00
E01003801,Richmond upon Thames 001E,36570.00,51890.00
E01003802,Richmond upon Thames 001F,38440.00,52500.00
E01003803,Richmond upon Thames 001G,27740.00,40420.00
E01003804,Richmond upon Thames 005A,33800.00,49270.00
E01003805,Richmond upon Thames 012A,40200.00,57480.00
E01003806,Richmond upon Thames 012B,41180.00,60090.00
E01003807,Richmond upon Thames 005B,33050.00,47870.00
E01003808,Richmond upon Thames 005C,35740.00,50520.00
E01003809,Richmond upon Thames 005D,38650.00,55020.00
E01003810,Richmond upon Thames 019A,32790.00,48050.00
E01003811,Richmond upon Thames 018A,33790.00,49580.00
E01003812,Richmond upon Thames 018B,31670.00,46100.00
E01003813,Richmond upon Thames 019B,34100.00,48020.00
E01003814,Richmond upon Thames 019C,30880.00,44090.00
E01003815,Richmond upon Thames 019D,30670.00,42880.00
E01003816,Richmond upon Thames 012C,34200.00,51140.00
E01003817,Richmond upon Thames 012D,28650.00,43840.00
E01003818,Richmond upon Thames 017A,29110.00,41110.00
E01003819,Richmond upon Thames 017B,24570.00,34860.00
E01003820,Richmond upon Thames 017C,26850.00,39320.00
E01003821,Richmond upon Thames 008A,34020.00,48330.00
E01003822,Richmond upon Thames 023A,35310.00,49750.00
E01003823,Richmond upon Thames 023B,32010.00,44880.00
E01003824,Richmond upon Thames 023C,32610.00,47290.00
E01003825,Richmond upon Thames 023D,31110.00,45720.00
E01003826,Richmond upon Thames 023E,26680.00,39340.00
E01003827,Richmond upon Thames 023F,31190.00,43810.00
E01003828,Richmond upon Thames 020A,30290.00,42370.00
E01003829,Richmond upon Thames 020B,24630.00,35980.00
E01003830,Richmond upon Thames 020C,28790.00,41130.00
E01003831,Richmond upon Thames 020D,28170.00,39420.00
E01003832,Richmond upon Thames 020E,24270.00,34320.00
E01003833,Richmond upon Thames 020F,26870.00,37150.00
E01003834,Richmond upon Thames 022A,31370.00,43550.00
E01003835,Richmond upon Thames 022B,35920.00,49960.00
E01003836,Richmond upon Thames 022C,31010.00,43100.00
E01003837,Richmond upon Thames 022D,34210.00,46980.00
E01003838,Richmond upon Thames 022E,33220.00,45290.00
E01003839,Richmond upon Thames 022F,31030.00,42020.00
E01003840,Richmond upon Thames 013A,26760.00,36240.00
E01003841,Richmond upon Thames 013B,23500.00,33020.00
E01003842,Richmond upon Thames 013C,25190.00,35780.00
E01003843,Richmond upon Thames 013D,25120.00,34790.00
E01003844,Richmond upon Thames 013E,29160.00,41720.00
E01003845,Richmond upon Thames 013F,27220.00,38220.00
E01003846,Richmond upon Thames 002A,39460.00,56780.00
E01003847,Richmond upon Thames 002B,34510.00,49280.00
E01003848,Richmond upon Thames 004A,32280.00,44740.00
E01003849,Richmond upon Thames 002C,36260.00,53020.00
E01003851,Richmond upon Thames 002D,39160.00,56390.00
E01003852,Richmond upon Thames 003A,32590.00,45040.00
E01003853,Richmond upon Thames 003B,36310.00,50070.00
E01003854,Richmond upon Thames 003C,34440.00,48860.00
E01003855,Richmond upon Thames 003D,29870.00,42640.00
E01003856,Richmond upon Thames 003E,33200.00,46530.00
E01003857,Richmond upon Thames 003F,34350.00,49040.00
E01003858,Richmond upon Thames 003G,36850.00,51750.00
E01003859,Richmond upon Thames 005E,35560.00,51480.00
E01003860,Richmond upon Thames 002E,35550.00,52710.00
E01003861,Richmond upon Thames 004C,33520.00,46070.00
E01003862,Richmond upon Thames 004D,30460.00,43160.00
E01003863,Richmond upon Thames 004E,31570.00,44470.00
E01003864,Richmond upon Thames 002F,34710.00,50960.00
E01003865,Richmond upon Thames 004F,31670.00,43940.00
E01003866,Richmond upon Thames 007A,37440.00,53620.00
E01003867,Richmond upon Thames 011A,32180.00,45230.00
E01003868,Richmond upon Thames 007B,35420.00,50980.00
E01003869,Richmond upon Thames 011B,34340.00,47470.00
E01003870,Richmond upon Thames 011C,35310.00,47720.00
E01003871,Richmond upon Thames 007C,36670.00,52710.00
E01003872,Richmond upon Thames 007D,34880.00,49700.00
E01003873,Richmond upon Thames 006A,33570.00,47740.00
E01003874,Richmond upon Thames 006B,35220.00,49600.00
E01003875,Richmond upon Thames 006C,33690.00,52730.00
E01003876,Richmond upon Thames 008B,34520.00,51260.00
E01003877,Richmond upon Thames 008C,37010.00,51850.00
E01003878,Richmond upon Thames 006D,32840.00,47320.00
E01003879,Richmond upon Thames 008D,36170.00,53100.00
E01003880,Richmond upon Thames 016A,36470.00,51710.00
E01003881,Richmond upon Thames 016B,34570.00,48890.00
E01003882,Richmond upon Thames 014A,34950.00,49120.00
E01003883,Richmond upon Thames 014B,34160.00,47980.00
E01003884,Richmond upon Thames 016C,34150.00,47980.00
E01003885,Richmond upon Thames 016D,33660.00,47540.00
E01003886,Richmond upon Thames 021A,34170.00,48890.00
E01003887,Richmond upon Thames 021B,34480.00,48080.00
E01003888,Richmond upon Thames 021C,30300.00,43450.00
E01003889,Richmond upon Thames 021D,34890.00,48260.00
E01003890,Richmond upon Thames 018C,34710.00,49470.00
E01003891,Richmond upon Thames 018D,34430.00,49610.00
E01003892,Richmond upon Thames 009A,37980.00,52890.00
E01003893,Richmond upon Thames 009B,34090.00,47860.00
E01003894,Richmond upon Thames 009C,35620.00,50000.00
E01003895,Richmond upon Thames 009D,33520.00,48600.00
E01003896,Richmond upon Thames 014C,33920.00,46140.00
E01003897,Richmond upon Thames 014D,33420.00,46640.00
E01003898,Richmond upon Thames 015A,32380.00,45460.00
E01003899,Richmond upon Thames 015B,31180.00,44980.00
E01003900,Richmond upon Thames 015C,26770.00,39650.00
E01003901,Richmond upon Thames 015D,30320.00,44270.00
E01003902,Richmond upon Thames 015E,29490.00,42890.00
E01003903,Richmond upon Thames 015F,29090.00,41110.00
E01003904,Richmond upon Thames 015G,31260.00,43330.00
E01003905,Richmond upon Thames 010A,29020.00,40990.00
E01003906,Richmond upon Thames 010B,27880.00,40310.00
E01003907,Richmond upon Thames 010C,26320.00,37240.00
E01003908,Richmond upon Thames 010D,29710.00,41380.00
E01003909,Richmond upon Thames 010E,29620.00,41360.00
E01003910,Richmond upon Thames 011D,29810.00,42800.00
E01033570,Richmond upon Thames 004G,35180.00,45310.00
E01033571,Richmond upon Thames 004H,33350.00,45980.00
E01003911,Southwark 020A,23900.00,33830.00
E01003912,Southwark 019A,21670.00,29110.00
E01003913,Southwark 024A,28190.00,41800.00
E01003914,Southwark 024B,27810.00,40430.00
E01003915,Southwark 024C,23340.00,35460.00
E01003916,Southwark 020B,24330.00,34790.00
E01003917,Southwark 020C,23450.00,35360.00
E01003918,Southwark 020D,20710.00,30430.00
E01003919,Southwark 021A,25740.00,36160.00
E01003920,Southwark 021B,20500.00,30320.00
E01003921,Southwark 021C,21550.00,31470.00
E01003922,Southwark 021D,22280.00,32370.00
E01003923,Southwark 017A,24340.00,36500.00
E01003924,Southwark 021E,21340.00,29190.00
E01003925,Southwark 020E,20790.00,31550.00
E01003926,Southwark 021F,21560.00,31790.00
E01003927,Southwark 002A,25530.00,40600.00
E01003929,Southwark 002B,27510.00,42360.00
E01003930,Southwark 034A,25220.00,36850.00
E01003932,Southwark 034B,22710.00,33570.00
E01003933,Southwark 034C,26840.00,38140.00
E01003934,Southwark 002C,28560.00,42420.00
E01003935,Southwark 002D,28120.00,42920.00
E01003936,Southwark 009A,31130.00,46510.00
E01003937,Southwark 009B,27850.00,38670.00
E01003938,Southwark 006A,23870.00,35840.00
E01003939,Southwark 002E,28070.00,40750.00
E01003940,Southwark 006B,22570.00,32830.00
E01003941,Southwark 006C,25750.00,40650.00
E01003942,Southwark 006D,23720.00,33150.00
E01003943,Southwark 009C,21910.00,31950.00
E01003945,Southwark 033A,30500.00,44370.00
E01003946,Southwark 033B,30300.00,44450.00
E01003947,Southwark 033C,23820.00,34810.00
E01003948,Southwark 033D,29350.00,42710.00
E01003949,Southwark 032A,29680.00,42650.00
E01003950,Southwark 032B,25110.00,35690.00
E01003951,Southwark 033E,32450.00,46980.00
E01003952,Southwark 030A,31860.00,47790.00
E01003953,Southwark 028A,30170.00,46300.00
E01003954,Southwark 030B,31260.00,46660.00
E01003955,Southwark 028B,30150.00,45360.00
E01003956,Southwark 030C,31310.00,47330.00
E01003957,Southwark 032C,29970.00,45150.00
E01003958,Southwark 032D,29830.00,44870.00
E01003960,Southwark 012A,25560.00,34960.00
E01003961,Southwark 012B,20760.00,29440.00
E01003963,Southwark 016A,20590.00,29230.00
E01003964,Southwark 015A,23050.00,34160.00
E01003966,Southwark 015B,21850.00,30480.00
E01003967,Southwark 016B,20350.00,29700.00
E01003968,Southwark 015C,20290.00,28490.00
E01003969,Southwark 017B,24450.00,35170.00
E01003970,Southwark 016C,20220.00,30500.00
E01003971,Southwark 015D,19140.00,27850.00
E01003972,Southwark 016D,22150.00,32970.00
E01003973,Southwark 016E,20670.00,30940.00
E01003974,Southwark 015E,19750.00,30000.00
E01003975,Southwark 004A,21450.00,31810.00
E01003976,Southwark 003A,25250.00,40340.00
E01003977,Southwark 010A,21680.00,31460.00
E01003978,Southwark 004B,25620.00,36190.00
E01003979,Southwark 006E,26140.00,36870.00
E01003980,Southwark 013A,23120.00,30960.00
E01003981,Southwark 006F,25090.00,36450.00
E01003983,Southwark 018A,19710.00,28190.00
E01003984,Southwark 023A,22020.00,32050.00
E01003986,Southwark 011A,19850.00,27400.00
E01003987,Southwark 011B,21000.00,28950.00
E01003988,Southwark 018B,20930.00,29360.00
E01003989,Southwark 018C,21130.00,29540.00
E01003990,Southwark 018D,20620.00,29870.00
E01003991,Southwark 017C,21200.00,30120.00
E01003992,Southwark 014A,21600.00,31620.00
E01003993,Southwark 017D,20760.00,30810.00
E01003994,Southwark 012E,22390.00,31570.00
E01003995,Southwark 014B,23380.00,34320.00
E01003997,Southwark 017E,24800.00,35660.00
E01003998,Southwark 014D,26510.00,38410.00
E01003999,Southwark 014E,24160.00,34410.00
E01004000,Southwark 026A,22830.00,33420.00
E01004001,Southwark 026B,21190.00,31560.00
E01004002,Southwark 029A,27560.00,40260.00
E01004003,Southwark 023B,21010.00,31310.00
E01004004,Southwark 023C,23300.00,33870.00
E01004005,Southwark 023D,19530.00,30510.00
E01004006,Southwark 023E,22520.00,34170.00
E01004007,Southwark 018E,21070.00,29850.00
E01004008,Southwark 022B,21390.00,30810.00
E01004010,Southwark 022D,23230.00,31230.00
E01004011,Southwark 019B,20340.00,29780.00
E01004012,Southwark 019C,21340.00,32190.00
E01004013,Southwark 019D,21560.00,30200.00
E01004014,Southwark 019E,22880.00,28870.00
E01004015,Southwark 028C,29690.00,44280.00
E01004016,Southwark 029B,27640.00,40360.00
E01004017,Southwark 029C,28710.00,42950.00
E01004018,Southwark 032E,29660.00,45120.00
E01004019,Southwark 026C,25670.00,37980.00
E01004020,Southwark 029D,24890.00,36190.00
E01004021,Southwark 028D,29630.00,44540.00
E01004022,Southwark 004C,23580.00,35330.00
E01004023,Southwark 004D,23580.00,33350.00
E01004024,Southwark 011C,22020.00,29880.00
E01004027,Southwark 003E,26460.00,41070.00
E01004028,Southwark 004E,22020.00,33920.00
E01004029,Southwark 001A,31780.00,44750.00
E01004030,Southwark 007A,26180.00,36880.00
E01004031,Southwark 007B,25590.00,35280.00
E01004032,Southwark 001B,32500.00,46400.00
E01004033,Southwark 007C,23600.00,32510.00
E01004034,Southwark 007D,23530.00,31960.00
E01004035,Southwark 011D,22250.00,29680.00
E01004036,Southwark 007E,22510.00,30750.00
E01004037,Southwark 010B,24290.00,32310.00
E01004038,Southwark 010C,24950.00,33650.00
E01004039,Southwark 013B,24410.00,33760.00
E01004040,Southwark 013C,20670.00,28310.00
E01004041,Southwark 013D,21980.00,30260.00
E01004042,Southwark 010D,20600.00,29710.00
E01004043,Southwark 010E,23170.00,35240.00
E01004044,Southwark 013E,21160.00,32180.00
E01004045,Southwark 027A,24390.00,33330.00
E01004046,Southwark 028E,29100.00,45030.00
E01004047,Southwark 027B,22880.00,32720.00
E01004048,Southwark 027C,28850.00,40610.00
E01004049,Southwark 027D,24160.00,35800.00
E01004050,Southwark 024D,29850.00,43290.00
E01004051,Southwark 027E,29860.00,42630.00
E01004052,Southwark 024E,27440.00,43640.00
E01004053,Southwark 001C,34510.00,48370.00
E01004054,Southwark 001D,34040.00,48390.00
E01004055,Southwark 001E,24930.00,37450.00
E01004056,Southwark 008A,29990.00,41890.00
E01004057,Southwark 008B,30550.00,42070.00
E01004058,Southwark 008C,34490.00,47560.00
E01004059,Southwark 008D,34570.00,46100.00
E01004060,Southwark 008E,28470.00,38540.00
E01004061,Southwark 025A,27580.00,42730.00
E01004062,Southwark 025B,24500.00,36050.00
E01004063,Southwark 025C,26190.00,40840.00
E01004064,Southwark 026D,23230.00,33400.00
E01004065,Southwark 025D,26700.00,43510.00
E01004066,Southwark 025E,26000.00,37210.00
E01004067,Southwark 022E,22750.00,32870.00
E01004068,Southwark 026E,22260.00,32960.00
E01004069,Southwark 031A,41150.00,61960.00
E01004070,Southwark 031B,34650.00,51270.00
E01004071,Southwark 030D,30440.00,44740.00
E01004072,Southwark 030E,36650.00,54000.00
E01004073,Southwark 031C,37300.00,55890.00
E01004074,Southwark 031D,38980.00,56170.00
E01004075,Southwark 031E,41460.00,62890.00
E01032583,Southwark 034D,25630.00,37460.00
E01032584,Southwark 034E,25640.00,37210.00
E01032637,Southwark 003F,34900.00,52280.00
E01032638,Southwark 003G,36680.00,52880.00
E01032639,Southwark 014F,23370.00,36650.00
E01032640,Southwark 003H,36720.00,53500.00
E01032646,Southwark 003I,27780.00,47480.00
E01032719,Southwark 014G,21360.00,33120.00
E01032720,Southwark 009F,22290.00,33680.00
E01032722,Southwark 012F,22350.00,33000.00
E01032803,Southwark 003J,30500.00,47090.00
E01032805,Southwark 022F,22000.00,29930.00
E01032834,Southwark 003K,36670.00,52940.00
E01004076,Sutton 011A,27610.00,37380.00
E01004077,Sutton 011B,27260.00,37220.00
E01004078,Sutton 011C,26270.00,36110.00
E01004079,Sutton 011D,29230.00,41270.00
E01004080,Sutton 011E,29110.00,40120.00
E01004081,Sutton 011F,28260.00,38790.00
E01004082,Sutton 011G,28680.00,39730.00
E01004083,Sutton 019A,21000.00,28760.00
E01004084,Sutton 024A,31490.00,42830.00
E01004085,Sutton 024B,30290.00,41470.00
E01004086,Sutton 019B,25130.00,34600.00
E01004087,Sutton 017A,29280.00,40450.00
E01004088,Sutton 019C,20530.00,28090.00
E01004089,Sutton 019D,21360.00,28970.00
E01004090,Sutton 021A,23820.00,32060.00
E01004091,Sutton 022A,33170.00,48120.00
E01004092,Sutton 022B,31390.00,47770.00
E01004093,Sutton 025A,32230.00,46470.00
E01004094,Sutton 025B,30820.00,42780.00
E01004095,Sutton 025C,32670.00,45860.00
E01004096,Sutton 021B,27930.00,37930.00
E01004097,Sutton 015A,30070.00,42110.00
E01004098,Sutton 015B,30350.00,42090.00
E01004099,Sutton 015C,27450.00,39770.00
E01004100,Sutton 015D,28800.00,41060.00
E01004101,Sutton 013A,28540.00,40930.00
E01004102,Sutton 015E,28840.00,41170.00
E01004103,Sutton 013B,28230.00,40490.00
E01004104,Sutton 020A,30960.00,42850.00
E01004105,Sutton 022C,31450.00,46970.00
E01004106,Sutton 022D,36110.00,51890.00
E01004107,Sutton 020B,26550.00,38140.00
E01004108,Sutton 024C,29040.00,41700.00
E01004109,Sutton 024D,27010.00,38380.00
E01004110,Sutton 016A,29980.00,41600.00
E01004111,Sutton 016B,28940.00,41770.00
E01004112,Sutton 016C,32950.00,46580.00
E01004114,Sutton 025D,38280.00,52520.00
E01004115,Sutton 009A,28990.00,40040.00
E01004116,Sutton 008A,28350.00,41280.00
E01004117,Sutton 006A,29140.00,41980.00
E01004118,Sutton 009B,28080.00,38800.00
E01004119,Sutton 009C,28800.00,39830.00
E01004120,Sutton 016D,31150.00,43980.00
E01004121,Sutton 006B,29050.00,40830.00
E01004122,Sutton 008B,29970.00,42340.00
E01004123,Sutton 002A,21370.00,31480.00
E01004124,Sutton 002B,21760.00,31770.00
E01004125,Sutton 001A,20850.00,30650.00
E01004126,Sutton 002C,20870.00,30810.00
E01004127,Sutton 005A,23610.00,33160.00
E01004128,Sutton 002D,21100.00,30860.00
E01004129,Sutton 002E,20610.00,29990.00
E01004130,Sutton 003A,27390.00,37590.00
E01004131,Sutton 003B,27610.00,38010.00
E01004132,Sutton 009D,28300.00,39650.00
E01004133,Sutton 009E,28510.00,40380.00
E01004134,Sutton 003C,26740.00,37670.00
E01004135,Sutton 003D,28200.00,38130.00
E01004136,Sutton 003E,27640.00,37710.00
E01004137,Sutton 012A,27020.00,37010.00
E01004138,Sutton 013C,27100.00,38100.00
E01004139,Sutton 013D,28070.00,38890.00
E01004140,Sutton 012B,23260.00,30900.00
E01004141,Sutton 012C,24220.00,33190.00
E01004142,Sutton 012D,23890.00,33000.00
E01004143,Sutton 014A,26810.00,37190.00
E01004144,Sutton 007A,28830.00,38980.00
E01004145,Sutton 007B,26720.00,37620.00
E01004146,Sutton 007C,26610.00,37510.00
E01004147,Sutton 007D,27230.00,39010.00
E01004148,Sutton 014B,24950.00,35610.00
E01004149,Sutton 012E,26220.00,36050.00
E01004150,Sutton 021C,26810.00,35240.00
E01004151,Sutton 021D,28990.00,39370.00
E01004152,Sutton 018A,27950.00,37780.00
E01004153,Sutton 021E,28330.00,38400.00
E01004154,Sutton 022E,32610.00,47720.00
